AnimalName,AnimalGender,BreedName,Borough,LicenseIssuedDate
COCO,F,Yorkshire Terrier,Manhattan,11/22/2016
CODY,M,Miniature Pinscher,Brooklyn,11/22/2016
CODY,M,Unknown,Manhattan,11/22/2016
COOKIE ,F,American Bully,Brooklyn,11/22/2016
COOPER,M,Chihuahua Crossbreed,Brooklyn,11/22/2016
CREATMY,M,Maltese,Brooklyn,11/22/2016
DESTINY,F,Chihuahua,Brooklyn,11/22/2016
DILLA,M,Boston Terrier,Brooklyn,11/22/2016
DORADO,M,Maltese,Manhattan,11/22/2016
DRAMA,M,Boxer,Manhattan,11/22/2016
DUSTY,F,Unknown,Queens,11/22/2016
ECHO,F,Australian Shepherd,Manhattan,11/22/2016
ELVIS,M,Pomeranian,Brooklyn,11/22/2016
ELVIS,M,Labrador Retriever,Bronx,11/22/2016
ERNIE ,M,"Schnauzer, Miniature",Brooklyn,11/22/2016
FENDER,M,Cavalier King Charles Spaniel,Manhattan,11/22/2016
FOXY,F,Chihuahua,Brooklyn,11/22/2016
FOXY ,F,Cocker Spaniel,Brooklyn,11/22/2016
FREDDIE,M,Chihuahua,Queens,11/22/2016
GENE,F,Border Collie,Manhattan,11/22/2016
GIGI,F,Italian Greyhound,Queens,11/22/2016
GIGI,F,Cocker Spaniel Crossbreed,Manhattan,11/22/2016
HARLEY,M,Dachshund Smooth Coat,Bronx,11/22/2016
HAZEL,F,Beagle,Brooklyn,11/22/2016
HEAVENSENT,F,Akita,Queens,11/22/2016
HEIDI,F,"Schnauzer, Miniature",Manhattan,11/22/2016
HOLLY,F,Wheaton Terrier,Queens,11/22/2016
IKE,M,Labrador Retriever Crossbreed,Manhattan,11/22/2016
ISLAND,F,American Pit Bull Terrier/Pit Bull,Queens,11/22/2016
JEFFY,M,Maltese,Queens,11/22/2016
JERZY,M,Unknown,Manhattan,11/22/2016
JEWELS,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,11/22/2016
JOE-JOE,M,Shih Tzu,Brooklyn,11/22/2016
KAYA,F,Yorkshire Terrier Crossbreed,Manhattan,11/22/2016
KELLY,F,Yorkshire Terrier,Queens,11/22/2016
KIKI,F,Chihuahua,Manhattan,11/22/2016
KIKUCHIYO,F,Dachshund Smooth Coat,Manhattan,11/22/2016
KOBY,M,Maltese,Staten Island,11/22/2016
KOKOKONG,F,Yorkshire Terrier,Manhattan,11/22/2016
LADY,F,Weimaraner,Brooklyn,11/22/2016
LAKOTA,M,Siberian Husky,Manhattan,11/22/2016
LEO,M,Lhasa Apso,Brooklyn,11/22/2016
LIA,F,Shih Tzu,New York,11/22/2016
LIBBY,F,Havanese,Manhattan,11/22/2016
LILLY ,F,"Poodle, Toy",Manhattan,11/22/2016
LINUS,M,Beagle Crossbreed,Manhattan,11/22/2016
LOKII,M,Golden Retriever,Bronx,11/22/2016
LOLA,F,Dachshund Smooth Coat,Brooklyn,11/22/2016
LOLA,F,Shih Tzu,Brooklyn,11/22/2016
LUCILLE ,F,"Bull Dog, English",Manhattan,11/22/2016
LUCKY,M,Yorkshire Terrier Crossbreed,Brooklyn,11/22/2016
MAGGIE,F,Shih Tzu,Bronx,11/22/2016
MARBLE,M,Dachshund Smooth Coat Miniature,Staten Island,11/22/2016
MARCY,F,Terrier mix,Brooklyn,11/22/2016
MAX,M,Beagle,Queens,11/22/2016
MAYA,F,German Shepherd Dog,Brooklyn,11/22/2016
MCFARRELL,M,Shih Tzu,Brooklyn,11/22/2016
MELLOW,M,Shiba Inu,Brooklyn,11/22/2016
MILO,M,Yorkshire Terrier,Bronx,11/22/2016
MISSY,F,Beagle,Staten Island,11/22/2016
MISTER ,M,Italian Greyhound,Manhattan,11/22/2016
MOLLY,F,Dalmatian,Brooklyn,11/22/2016
MOOKIE,F,"Poodle, Miniature",Manhattan,11/22/2016
MORRIS,M,Morkie,Brooklyn,11/22/2016
NAME,M,Silky Terrier,Bronx,11/22/2016
NINO,M,American Pit Bull Mix / Pit Bull Mix,Bronx,11/22/2016
OAKLEY,M,Unknown,Queens,11/22/2016
OAKLEY,M,Unknown,Queens,11/22/2016
OREGANO,M,"Schnauzer, Miniature",Manhattan,11/22/2016
OREO,M,Shih Tzu,Brooklyn,11/22/2016
ORION,M,German Shepherd Dog,Queens,11/22/2016
OTTO ,M,Tibetan Spaniel,Brooklyn,11/22/2016
PANDA,F,American Pit Bull Terrier/Pit Bull,Queens,11/22/2016
PAOLO,M,Italian Greyhound,Queens,11/22/2016
PEANUT,F,Yorkshire Terrier,Staten Island,11/22/2016
PEPPER ,M,Unknown,Staten Island,11/22/2016
PEPSI,F,Unknown,Queens,11/22/2016
PERICOUS,F,Shih Tzu,Brooklyn,11/22/2016
PHARAOH,M,Shiba Inu,Bronx,11/22/2016
PHOENIX,M,"Poodle, Miniature",Queens,11/22/2016
PJ,M,Yorkshire Terrier,Brooklyn,11/22/2016
PRESTON,M,Maltese,Brooklyn,11/22/2016
PRINCE,M,Yorkshire Terrier,Manhattan,11/22/2016
PRINCETON,M,Unknown,Queens,11/22/2016
PUMPKIN,F,Chihuahua,Brooklyn,11/22/2016
PUP ,M,Havanese,Manhattan,11/22/2016
RAGNAR,M,Cardigan Welsh Corgi,Bronx,11/22/2016
REMO,M,Yorkshire Terrier,Queens,11/22/2016
REMY,M,Unknown,Manhattan,11/22/2016
REMY,M,Pomeranian,Brooklyn,11/22/2016
RILEY,M,Brittany Spaniel,Manhattan,11/22/2016
RIOS,M,Shih Tzu,Staten Island,11/22/2016
ROCK,M,Labrador Retriever,Manhattan,11/22/2016
ROXY,F,Pomeranian,Brooklyn,11/22/2016
ROXY ,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11/22/2016
SABLE,F,Pomeranian,Staten Island,11/22/2016
SADIE,F,Australian Shepherd,Manhattan,11/22/2016
SADIE,F,American Pit Bull Mix / Pit Bull Mix,Queens,11/22/2016
SALDANA,F,Yorkshire Terrier,Manhattan,11/22/2016
SALEH,M,German Shepherd Dog,Queens,11/22/2016
SALLY,F,Labrador Retriever Crossbreed,Brooklyn,11/22/2016
SAMSON ,M,Unknown,Manhattan,11/22/2016
SHADOW,M,Maltese Crossbreed,Queens,11/22/2016
SHADOW,M,Shih Tzu,Queens,11/22/2016
SHADOW ,M,Unknown,Queens,11/22/2016
SHAYNA,F,Unknown,Manhattan,11/22/2016
SIENNA,F,Rhodesian Ridgeback,Bronx,11/22/2016
SISTAH ,F,Yorkshire Terrier,Manhattan,11/22/2016
SNOOPY,M,Bassett Hound,Manhattan,11/22/2016
SOSKIL,M,Yorkshire Terrier,Brooklyn,11/22/2016
STEVIE,F,Unknown,Manhattan,11/22/2016
SUMMER,F,Unknown,Staten Island,11/22/2016
SUNSET,M,Pekingese,Brooklyn,11/22/2016
TEDDY,M,Pomeranian Crossbreed,Brooklyn,11/22/2016
TINY ,F,American Pit Bull Terrier/Pit Bull,Manhattan,11/22/2016
TONI ,M,Siberian Husky,Queens,11/22/2016
TYSON ,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,11/22/2016
UNKNOWN,M,Chihuahua Crossbreed,Brooklyn,11/22/2016
UNKNOWN,M,German Shepherd Crossbreed,Brooklyn,11/22/2016
UNKNOWN,M,Pomeranian,Manhattan,11/22/2016
UNKNOWN,F,Chihuahua Crossbreed,Queens,11/22/2016
WILLIE,M,Lhasa Apso,Manhattan,11/22/2016
YOSHI,M,"Dachshund, Long Haired",Manhattan,11/22/2016
ZEUS,M,American Pit Bull Terrier/Pit Bull,Bronx,11/22/2016
ZONA,F,Staffordshire Bull Terrier,Bronx,11/22/2016
ZUKO,M,Maltipoo,Brooklyn,11/22/2016
ABBY ,F,Unknown,Queens,11/21/2016
AJAX,M,Labrador Retriever,Manhattan,11/21/2016
AMELEIA,F,Yorkshire Terrier,Bronx,11/21/2016
ANDY,M,Unknown,Brooklyn,11/21/2016
ANNABELL,F,Maltese,Bronx,11/21/2016
ANSONY,M,German Spitz,Manhattan,11/21/2016
AUDI,F,Beagle,Manhattan,11/21/2016
AUGIE,M,Wheaton Terrier,Manhattan,11/21/2016
BABY ,M,Yorkshire Terrier,Brooklyn,11/21/2016
BAILEYM,M,Yorkshire Terrier,Brooklyn,11/21/2016
BAMBA,M,"Bull Dog, French",Brooklyn,11/21/2016
BANE,M,American Pit Bull Terrier/Pit Bull,Queens,11/21/2016
BAXTER,M,Yorkshire Terrier,Queens,11/21/2016
BECKETT,M,"Coonhound, Black and Tan",Manhattan,11/21/2016
BELLA,F,Yorkshire Terrier,Staten Island,11/21/2016
BEN,M,Unknown,Manhattan,11/21/2016
BET ,F,Golden Retriever,Manhattan,11/21/2016
BIRDIE,M,Labrador Retriever,Brooklyn,11/21/2016
BISCUIT,F,Yorkshire Terrier Crossbreed,Manhattan,11/21/2016
BIZZEE,M,Poodle Crossbreed,Brooklyn,11/21/2016
BOOTAH,M,Shih Tzu,Brooklyn,11/21/2016
BRUCE,M,Poodle,Manhattan,11/21/2016
BRUNO,M,Pug,Brooklyn,11/21/2016
BUDDY,M,Unknown,Staten Island,11/21/2016
BUDDY,M,Goldendoodle,Queens,11/21/2016
BUDDY ,M,Yorkshire Terrier,Queens,11/21/2016
BUDDY ,M,Unknown,Manhattan,11/21/2016
BUTTERS,M,Pomeranian,Queens,11/21/2016
C.J.,M,Unknown,Staten Island,11/21/2016
CALHOUN,M,Pug Crossbreed,Brooklyn,11/21/2016
CALVIN,M,Dachshund,Manhattan,11/21/2016
CARMELA,F,Dachshund,Manhattan,11/21/2016
CHAI,F,Puggle,Brooklyn,11/21/2016
CHANEL,F,Shih Tzu Crossbreed,Bronx,11/21/2016
CHARLIE,M,Chihuahua,Bronx,11/21/2016
CHARLIE,M,Australian Terrier,Brooklyn,11/21/2016
CHARLIE ,M,Chihuahua,Brooklyn,11/21/2016
CHARLIE ,F,Unknown,Manhattan,11/21/2016
CHELSEA,F,Miniature Pinscher,Brooklyn,11/21/2016
CHLOE,F,Cocker Spaniel,Queens,11/21/2016
CHLOE ,F,Cairn Terrier,Manhattan,11/21/2016
COCO,F,Siberian Husky Crossbreed,Queens,11/21/2016
COCO ,F,Unknown,Brooklyn,11/21/2016
CODIE ,M,Pomeranian,Queens,11/21/2016
CRUELLA,F,Dalmatian,Queens,11/21/2016
CURLY ,M,Cocker Spaniel,Brooklyn,11/21/2016
CYRUS,M,Chihuahua,Brooklyn,11/21/2016
DAISY,F,Unknown,Bronx,11/21/2016
DASH,M,Cavalier King Charles Spaniel,Queens,11/21/2016
DAWSON,M,Unknown,Brooklyn,11/21/2016
DEMON,M,Maltese,Bronx,11/21/2016
DERBY,M,American Pit Bull Terrier/Pit Bull,Manhattan,11/21/2016
DEZY ,F,Pug,Brooklyn,11/21/2016
DIXIE,F,Jack Russell Terrier,Brooklyn,11/21/2016
DORI,F,Unknown,Manhattan,11/21/2016
DUCHESS,F,Australian Shepherd,Queens,11/21/2016
DUSTY ,M,Unknown,Manhattan,11/21/2016
ELLA,F,"Poodle, Toy",Manhattan,11/21/2016
EMMA,F,Unknown,Brooklyn,11/21/2016
EXIT,M,Labrador Retriever,Manhattan,11/21/2016
FIONA,F,Greyhound,Manhattan,11/21/2016
FRAN,F,Dachshund Smooth Coat Miniature,Manhattan,11/21/2016
FRANKIE,F,Rat Terrier,Manhattan,11/21/2016
FRANKLIN,M,Wire Fox Terrier,Queens,11/21/2016
FRIDAY,M,Chihuahua,Manhattan,11/21/2016
GATELY ,F,Beagle,Brooklyn,11/21/2016
GRACIE,F,Jack Russell Terrier,Queens,11/21/2016
HANK,M,American Staffordshire Terrier ,Brooklyn,11/21/2016
HARPER,M,Soft Coated Wheaten Terrier,Manhattan,11/21/2016
HARPER,F,German Shepherd Dog,Manhattan,11/21/2016
HARPER ,F,Whippet,Manhattan,11/21/2016
HERSCHEL ,M,Havanese,Manhattan,11/21/2016
HUDSON ,M,Golden Retriever,Queens,11/21/2016
IGGY,M,Pug,Manhattan,11/21/2016
IKE,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,11/21/2016
INDY,F,Unknown,Brooklyn,11/21/2016
JACKSON ,M,Labrador Retriever Crossbreed,Brooklyn,11/21/2016
JACKSON ,M,Australian Cattledog,Queens,11/21/2016
JAKE,M,Jack Russell Terrier,Brooklyn,11/21/2016
JESS,F,Unknown,Brooklyn,11/21/2016
JOEY,M,Shih Tzu,Manhattan,11/21/2016
JUNGLI,M,Labrador Retriever,Brooklyn,11/21/2016
KAHLO,M,"Poodle, Toy",Manhattan,11/21/2016
KIWI,M,Rottweiler,Brooklyn,11/21/2016
KOKO,F,Pomeranian,Queens,11/21/2016
LAKIA,F,Maltese,Brooklyn,11/21/2016
LALA ,F,Chihuahua,Manhattan,11/21/2016
LEIA ,F,Dachshund Smooth Coat Miniature,Queens,11/21/2016
LEO,M,Pharaoh Hound,Queens,11/21/2016
LEVON,M,Unknown,Manhattan,11/21/2016
LEXY ,F,Yorkshire Terrier,Manhattan,11/21/2016
LILO,F,Unknown,Brooklyn,11/21/2016
LILY,F,German Shepherd Dog,Brooklyn,11/21/2016
LOLA,F,Pomeranian,Brooklyn,11/21/2016
LUCI,F,Jack Russell Terrier,Brooklyn,11/21/2016
LUCKY,M,Unknown,Queens,11/21/2016
LUGO,M,"Poodle, Miniature",Queens,11/21/2016
LULU,F,Puggle,Queens,11/21/2016
LUNA,F,French Bulldog,Manhattan,11/21/2016
LUNA ,F,Maltese,Queens,11/21/2016
MAJOR,M,Unknown,Manhattan,11/21/2016
MARTY ,M,Bull Terrier,Staten Island,11/21/2016
MAX,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,11/21/2016
MAX ,M,Maltese,Staten Island,11/21/2016
MAXWELL,M,Australian Terrier,Queens,11/21/2016
MAYBELLE,F,Unknown,Manhattan,11/21/2016
MIAKODA,F,Unknown,Manhattan,11/21/2016
MIKU,F,Shiba Inu,Manhattan,11/21/2016
MILLY,F,Maltese,Manhattan,11/21/2016
MINI ,M,Morkie,Manhattan,11/21/2016
MISSY,F,American Foxhound,Queens,11/21/2016
MOLLY,F,Unknown,Manhattan,11/21/2016
MONKEY,M,Brussels Griffon,Manhattan,11/21/2016
MOXIE,F,German Shepherd Dog,Manhattan,11/21/2016
MUGSY ,M,Boxer,Manhattan,11/21/2016
NEKO ,M,Shiba Inu,Queens,11/21/2016
NEWMAN ,M,Unknown,Queens,11/21/2016
NIKKO ,M,Yorkshire Terrier,Queens,11/21/2016
NIMA,M,Chihuahua,Manhattan,11/21/2016
NINA,F,Unknown,Brooklyn,11/21/2016
NORFOLK ,M,Norfolk Terrier,Manhattan,11/21/2016
NORTH,M,Unknown,Queens,11/21/2016
OLIVER,M,Unknown,Manhattan,11/21/2016
OLIVIA ,F,"Dachshund, Long Haired",Queens,11/21/2016
OLYMPIA ,F,Maltese,Manhattan,11/21/2016
ONYX ,M,German Shepherd Crossbreed,Brooklyn,11/21/2016
OREO ,M,Shih Tzu,Brooklyn,11/21/2016
OZZIE,M,Pug,Manhattan,11/21/2016
OZZIE ,M,Yorkshire Terrier,Bronx,11/21/2016
P.J,M,Yorkshire Terrier,Manhattan,11/21/2016
PANDA ,M,Shih Tzu,Queens,11/21/2016
PEACHES,F,American Eskimo dog,Manhattan,11/21/2016
PENNY,F,Poodle Crossbreed,Manhattan,11/21/2016
PHANTOM,M,Shih Tzu,Brooklyn,11/21/2016
PHYLLIS,F,Unknown,Manhattan,11/21/2016
PINKY,M,"Bull Dog, French",Brooklyn,11/21/2016
POMMIE,M,Pomeranian,Brooklyn,11/21/2016
PRINCESS,F,Chihuahua,Brooklyn,11/21/2016
QUEENIE,F,Chihuahua,Brooklyn,11/21/2016
QUINCY,M,Unknown,Manhattan,11/21/2016
RAY,M,Unknown,Manhattan,11/21/2016
REMY,F,American Pit Bull Terrier/Pit Bull,Queens,11/21/2016
RILEY ,M,Cairn Terrier,Manhattan,11/21/2016
RIO,M,"Bull Dog, French",Brooklyn,11/21/2016
ROCCA,F,American Pit Bull Terrier/Pit Bull,Queens,11/21/2016
ROCKY,M,Yorkshire Terrier,Queens,11/21/2016
ROMEO,M,Labrador Retriever,Manhattan,11/21/2016
ROMEO,M,Yorkshire Terrier,Bronx,11/21/2016
ROXY,F,Australian Shepherd,Staten Island,11/21/2016
RUSTY,F,Chinese Shar-Pei,Manhattan,11/21/2016
RYEANA,F,Shih Tzu,Staten Island,11/21/2016
SANDY,F,Labrador Retriever,Manhattan,11/21/2016
SASHA ,F,Pomeranian,Queens,11/21/2016
SCRUFFY,F,West Highland White Terrier,Manhattan,11/21/2016
SCRUFFY ,M,Puggle,QUEENS,11/21/2016
SEBASTIAN,M,Australian Silky Terrier,Manhattan,11/21/2016
SHADOW,M,Maltese Crossbreed,Staten Island,11/21/2016
SHADOW ,M,Unknown,Queens,11/21/2016
SNOW,F,Unknown,Manhattan,11/21/2016
SPIKE,M,Jack Russell Terrier,Brooklyn,11/21/2016
STELLINA ,F,Pomeranian,Brooklyn,11/21/2016
SUNNY ,M,German Shepherd Dog,Manhattan,11/21/2016
TIGER ,F,Havanese,Manhattan,11/21/2016
TIGRA,F,Unknown,Queens,11/21/2016
TINK,F,Vizsla,Staten Island,11/21/2016
TOFLK,M,Boston Terrier,Brooklyn,11/21/2016
TOO,M,Jack Russell Terrier,Brooklyn,11/21/2016
ULYSSES,M,Poodle,Brooklyn,11/21/2016
UNKNOWN,M,Shiba Inu,Manhattan,11/21/2016
UNKNOWN,M,Poodle,Manhattan,11/21/2016
UNKNOWN,M,Chihuahua,Brooklyn,11/21/2016
WOLFY ,M,Jack Russell Terrier,Bronx,11/21/2016
ZEKE,M,Unknown,Staten Island,11/21/2016
ZISOUX ,M,Bichon Frise,Manhattan,11/21/2016
ZOEY ,F,Yorkshire Terrier,Queens,11/21/2016
ABBY ,F,Yorkshire Terrier,Bronx,11/20/2016
ABIGAIL,F,Unknown,Manhattan,11/20/2016
ACE,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11/20/2016
AL,M,Australian Shepherd,Brooklyn,11/20/2016
AMY ,F,Labrador Retriever,Queens,11/20/2016
ANDY,M,Unknown,Brooklyn,11/20/2016
ANGEL ,F,"Poodle, Miniature",Queens,11/20/2016
ANUBIS,M,Labrador Retriever Crossbreed,Queens,11/20/2016
BALDWIN,M,Boston Terrier,Manhattan,11/20/2016
BEAR,M,Beagle,Bronx,11/20/2016
BELLA,F,German Shepherd Crossbreed,Queens,11/20/2016
BENITEZ,M,Yorkshire Terrier,Queens,11/20/2016
BENNIE,M,Shih Tzu Crossbreed,Manhattan,11/20/2016
BEVERLY,F,Poodle Crossbreed,Manhattan,11/20/2016
BIGGIE,M,American Pit Bull Terrier/Pit Bull,Manhattan,11/20/2016
BIJU,M,"Schnauzer, Miniature",Manhattan,11/20/2016
BOISE,M,Cavalier King Charles Spaniel,Manhattan,11/20/2016
BRANDI ,F,American Pit Bull Terrier/Pit Bull,Bronx,11/20/2016
BRAVO,M,German Shepherd Dog,Bronx,11/20/2016
BRIAR,F,Unknown,Manhattan,11/20/2016
BROOKE,F,Miniature Schnauzer,Brooklyn,11/20/2016
BROWNIE,M,Yorkshire Terrier,Bronx,11/20/2016
CANCEL,M,Shih Tzu,Staten Island,11/20/2016
CARLIE,F,Australian Cattledog,Manhattan,11/20/2016
CHLOE,F,Unknown,Manhattan,11/20/2016
CLAIRE,F,Labrador Retriever,Manhattan,11/20/2016
COCO,M,Yorkshire Terrier,Brooklyn,11/20/2016
COOKIE,F,Unknown,Queens,11/20/2016
DAFI,M,Shih Tzu Crossbreed,Queens,11/20/2016
DELILAH,F,Shiba Inu Crossbreed,Manhattan,11/20/2016
DEWEY,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11/20/2016
ELLIE,F,Goldendoodle,Manhattan,11/20/2016
ENIKO ,M,Rottweiler Crossbreed,Manhattan,11/20/2016
EV,F,German Shepherd Crossbreed,Manhattan,11/20/2016
FIG,M,Dachshund Crossbreed,Brooklyn,11/20/2016
FISHER,M,Labrador Retriever,Queens,11/20/2016
FRANKIE,M,"Bull Dog, French",Brooklyn,11/20/2016
FRANKLIN,M,Cocker Spaniel Crossbreed,Brooklyn,11/20/2016
FRENCHIE,M,Chihuahua Crossbreed,Manhattan,11/20/2016
GINGER,F,"Poodle, Miniature",Manhattan,11/20/2016
GRACIE,F,Beagle,Manhattan,11/20/2016
GRAM,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11/20/2016
GRANDMA,F,Rat Terrier Crossbreed,Brooklyn,11/20/2016
GRAULICH,F,Maltese Crossbreed,Staten Island,11/20/2016
GRIFFIN,M,Goldendoodle,Manhattan,11/20/2016
HANDSOME ,M,Chihuahua,Manhattan,11/20/2016
HENLEY,M,Australian Shepherd,Manhattan,11/20/2016
HERSHOWITZ,M,Shih Tzu,Staten Island,11/20/2016
HOPE,F,Poodle Crossbreed,Manhattan,11/20/2016
ISIS,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,11/20/2016
JACK,M,Boston Terrier,Manhattan,11/20/2016
JASON ,M,Maltese,Brooklyn,11/20/2016
JASPER,M,Unknown,Brooklyn,11/20/2016
JAX ,M,Cane Corso,Staten Island,11/20/2016
JILL ,F,American Pit Bull Terrier/Pit Bull,Queens,11/20/2016
JOEY ,M,Boston Terrier,Queens,11/20/2016
JOSIE,F,Shih Tzu,Manhattan,11/20/2016
KALKIDAN,F,Labrador Retriever,Manhattan,11/20/2016
KIKU,F,Goldendoodle,Brooklyn,11/20/2016
KOBE,M,Shiba Inu,Manhattan,11/20/2016
LALA,F,Maltese Crossbreed,Brooklyn,11/20/2016
LEXIE,F,Chihuahua,Manhattan,11/20/2016
LINCOLN,M,Unknown,Brooklyn,11/20/2016
LIZY,F,Shih Tzu,Brooklyn,11/20/2016
LOLA,F,Chihuahua,Brooklyn,11/20/2016
LUCKY ,M,Shih Tzu,Manhattan,11/20/2016
LUNA,F,Terrier Crossbreed,Brooklyn,11/20/2016
LUNA,F,Labrador Retriever Crossbreed,Bronx,11/20/2016
LYRA,F,Unknown,Brooklyn,11/20/2016
MARISSA,F,American Pit Bull Mix / Pit Bull Mix,Bronx,11/20/2016
MAXIMILIAN,M,Boston Terrier,Queens,11/20/2016
MAXWELL,M,Shih Tzu,Manhattan,11/20/2016
MIKEY,M,Terrier mix,Brooklyn,11/20/2016
MISTY,F,Shih Tzu,Bronx,11/20/2016
NA,M,Yorkshire Terrier Crossbreed,Bronx,11/20/2016
NAME NOT PROVIDED,M,Maltese Crossbreed,Queens,11/20/2016
NAME NOT PROVIDED,M,Shih Tzu Crossbreed,Queens,11/20/2016
NAME NOT PROVIDED,F,Poodle Crossbreed,Manhattan,11/20/2016
NAME NOT PROVIDED,F,Labrador Retriever,Brooklyn,11/20/2016
NEW ,F,Siberian Husky,Brooklyn,11/20/2016
NIBBLER ,M,Yorkshire Terrier,Bronx,11/20/2016
NOT ,M,Maltese Crossbreed,Queens,11/20/2016
OLIVER,M,Unknown,Brooklyn,11/20/2016
OLIVER,M,"Bull Dog, French",Manhattan,11/20/2016
OLIVER ,M,Pug,Bronx,11/20/2016
OREO,M,Poodle Crossbreed,Brooklyn,11/20/2016
PEBBLES ,F,Yorkshire Terrier,Brooklyn,11/20/2016
PEPPER,F,English Cocker Spaniel,Brooklyn,11/20/2016
PINTO,M,Poodle,Staten Island,11/20/2016
PIPOU,M,Chihuahua,Manhattan,11/20/2016
PRINCESS ,F,Shih Tzu,Manhattan,11/20/2016
PRINCESS ,F,Chihuahua,Brooklyn,11/20/2016
PUGGY ,M,Pug,Brooklyn,11/20/2016
PUMPKIN,F,Shih Tzu,Manhattan,11/20/2016
RALPH,M,Maltese Crossbreed,Brooklyn,11/20/2016
RASCAL,M,Unknown,Queens,11/20/2016
REMY,M,German Shepherd Dog,Brooklyn,11/20/2016
REX,M,Maltese,Queens,11/20/2016
RICKY,M,Rat Terrier Crossbreed,Brooklyn,11/20/2016
RINGO,M,Labrador Retriever Crossbreed,Brooklyn,11/20/2016
RIO,M,Cocker Spaniel,Manhattan,11/20/2016
ROCKY ,M,Beagle,Manhattan,11/20/2016
ROSCOE,M,Rat Terrier,Queens,11/20/2016
RUSTY ,M,Brussels Griffon,Queens,11/20/2016
SADIE ,F,Australian Shepherd,Manhattan,11/20/2016
SAM,M,"Poodle, Standard",Queens,11/20/2016
SCHMITTY,M,Pug,Brooklyn,11/20/2016
SHADOW,M,Havanese,Queens,11/20/2016
SHIBA ,F,Shiba Inu,Staten Island,11/20/2016
SILVEE ,F,"Poodle, Standard",Brooklyn,11/20/2016
SIMONE,F,Labrador Retriever,Manhattan,11/20/2016
SNOWBALL,M,Shih Tzu,Queens,11/20/2016
STELLA,F,Siberian Husky,Staten Island,11/20/2016
SUGAR,F,Boxer,Brooklyn,11/20/2016
SUNDANCE,M,Boxer,Brooklyn,11/20/2016
TEBO,M,Shiba Inu,Bronx,11/20/2016
TEDDIE,F,Maltese Crossbreed,Queens,11/20/2016
TIPPER,F,Beagle Crossbreed,Brooklyn,11/20/2016
TOPSY,F,Shiba Inu,Manhattan,11/20/2016
TOSHI,M,Shiba Inu,Manhattan,11/20/2016
TREBLE,M,Labrador Retriever Crossbreed,Manhattan,11/20/2016
TUCKER,M,Boston Terrier,Queens,11/20/2016
TUCKER,M,Poodle Crossbreed,Manhattan,11/20/2016
TULIP,F,American Pit Bull Terrier/Pit Bull,Bronx,11/20/2016
